@RELATION BOW 

@ATTRIBUTE Text string 

@ATTRIBUTE Klase {neutral,positive,negative}
@DATA
'@king_fizzy & @_Bigrob step your #twitter game up @elijahcrago is starting to catch up"',neutral
'#Microsoft dishing out free first-gen WP7 handsets at its stores http://t.co/cvfWMvmO"',positive
'Microsoft´s Steve Ballmer attacks Android phones http://t.co/ExByurKL #windows #android #microsoft #google"',neutral
'@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!"',negative
'RT @sholliman: #SIGSource #Microsoft´s Tami Reller says get on the bus and if you don´t want to be on the bus, get off the road."',neutral
'we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #microsoft"',neutral
'#twitter is not #eharmony"',neutral
'Good luck to #CPG team RT @MindTree_PR: #MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/aTNnITtt  #CGT"',neutral
'#Microsoft drops developer preview of its â€˜Roslynâ€™ compiler http://t.co/niSKSmL4"',neutral
'RT @bcopher: Anyone know where I can get a free trial of #microsoft #frontpage for #mac?"',neutral
'#Google thinks your digital books belong on a digital bookcase - a #WebGL #Chrome experiment http://t.co/2LqpqF6F"',neutral
'Massive Galaxy Nexus/Ice Cream Sandwich Recap. - http://t.co/I8SW5Udz #galaxynexus #Google #ics #Samsung"',neutral
'RT @MichaelKroker: Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.c ..."',neutral
'On Google+ then go here http://t.co/hhAmwm8K #GPlus #Googleplus #Google #teamfollowback #socialnetwork"',neutral
'RT @Lecko_alx: My #twitter age is 2 years 94 days 1 hour 40 minutes 33 seconds. Find out yours at http://t.co/spItzFcx #twittertime"',neutral
'enjoy  #Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/vKjwATSr great"',neutral
'I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!"',neutral
'A Web service developed by #Microsoft Research lets people curate their own personal history | http://t.co/TYAdzHQx"',neutral
'SO I HAD HER MAKE A #TWITTER SHE´S HOT & SEXY EVERY ONE FOLLOW ONE 1 MA NEW FOLLOWER´S @Rocioo08 LEGOOO! ! !"',neutral
'â™» @waynp:  Not the MS hate bit tho. &lt; Waddya mean? #microsoft sucks bonobo monkeys´ asses... #Linux roolz. For the extremists, there´s #BSD"',negative
'Set up an environment where you get innovation. Share those expectations with your suppliers. #SIGSource #Microsoft"',neutral
'@BenFolds p.s. I would have never used the word ""playa"" over ""player"" if #Twitter wasn´t so restrictive..."',neutral
'#Google unveils what´s new in #Android 4 ´Ice Cream Sandwich´ http://t.co/uOLAYieA"',neutral
'RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy"',neutral
'IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple #apple #iphome4S #ios5"',neutral
'#Microsoft CEO Steve Ballmer on Not Buying Yahoo: â€œSometimes, Youâ€™re Luckyâ€? Â» http://t.co/pxHqdSav"',neutral
'@vlingo is a POOR substitute for Siri!! Yo @APPLE, gimmie Siri!!!!"',neutral
'#google #icecream #galaxy #nexus http://t.co/gkoHBpN8"',neutral
'I love my #twitter name."',neutral
'Good night #Twitter Off(:"',neutral
'Goodnight, #Twitter."',neutral
'Night at the Roxbury with Gates and Ballmer  http://t.co/RSZAL40S #funny #video #gates #ballmer #microsoft"',neutral
'It´s a good thing @apple has not came out with an iCar because I would be in line for one and im sure it would be expensive"',neutral
'RT @imason_inc: Search Governance in #SharePoint 2010 http://t.co/dPlbPQHO #microsoft"',neutral
'@IGoHard_NoBONER Yooooo ""Mena Malia"" lOl I love your #Twitter name"',neutral
'Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft â€™s investments paying off"',positive
'Google Earth Helps Locate Salmonella Hotspots http://t.co/mcz9RSDf #google"',positive
'Esse prof acha que ninguÃ©m sabe mexer no #microsoft word"',neutral
'Probably the best #IceCreamSandwich (yet)! #Samsung and #Google´s event live blog by @engadget! Why haven´t I switched to #Android again?"',positive
'Yeni Galaxy Nexus - http://t.co/QZcbA4Bx #google #galaxynexus"',neutral
'A must read article on @fastcompany about @Apple, @Facebook, @Google, and @Amazon technology war in 2012  http://t.co/nxc7Wo4S"',neutral
'@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed"',positive
'Can someone explain to me how the hell iMessage differs from a text message? @Apple"',neutral
'@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest ping me w/questions #in"',neutral
'Thanks 2 my new #Twitter connections! @ecogreenvalet1,@brunodgama,@inez260,@moniqueprothero,@leviti09,@ChristyJBPL,@TonyMicheal, Chk Em Out!"',neutral
'OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS"',negative
'PC Podcast 39 (#GITEX, #Microsoft #Surface) | http://t.co/RsccE99M http://t.co/EyLVACYn',neutral
'RT @Maven_Infosoft: #Patent Wars: #Google vs. #Samsung vs. #Apple vs. #Motorola vs. #Microsoft vs. #Oracle -  http://t.co/PjxURwrp"',neutral
'The Scribble SharePoint Blog: SharePoint 2013 Workflows. Maybe Microsoft can buy Nintex? #Microsoft #SharePoint #SP210 #Workflow #Nintex"',neutral
'I sware to go, #windows and #microsoft will be the death of me...I don´t know why I keep giving windows (cont) http://t.co/3rkOchzr"',negative
'@THEmattbruening Took your #Twitter virginity. #bitch"',neutral
'Steve #Bullmer says it´s hard for him to get excited about #android phones...even though #Microsoft makes loads of money off of their sales."',neutral
'&lt;3 #ios5 @apple"',positive
'RT @Stephaniezogrh Samsung, Google Unveil Latest Android OS, Phone - PCWorld http://t.co/0dkQs3h3 #Android #Samsung #Apple #Google #tech"',neutral
'Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft"',neutral
'Join us Wednesday Nov. 2 for a webinar featuring #Microsoft #Lync deployments with #snom #UC. Register today at http://t.co/B1pr1kIX #VAR"',neutral
'@tando_m @nonimsi sorry to butt in but there is one :) I can´t remember what it´s called though. #Google"',neutral
'I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple."',neutral
'What could a bookcase look like in 10 years...maybe this? http://t.co/i6YWQ7oR  #google #books"',neutral
'@karth_vader_ when did you change your nick again? I no longer see any of your tweets on my timeline. Anything wrong with #twitter?"',neutral
'#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!"',negative
'#Microsoft researchers want to turn your hand into a touchscreen',neutral
'Well at least the @apple store has amazing call waiting music! #need4s"',positive
'@thiagozito #Twitter, #MsN, #Orkut #Facebook & o Principal #Musicaa Haah´"',neutral
'See @Apple, that what´s happen when you release iPhone 4S with same crappy design as the old phone!"',negative
'Not a #Microsoft fan but this is cool. Video: Turn any surface into a #touchscreen http://t.co/yy1hNrbQ"',positive
'RT @rinconindia: #OpenText #Alchemy Client programs are now compatible with #Microsoft #Office #2007."',neutral
'I want to be a #Twitter Cypher."',neutral
'@robert_terpstra no worries bud, ps: they´re saying that the 4s is having a lot of network issues right now. (I´m @apple for mac problems)"',negative
'#OkUPrettyBut you never talk shit on #Twitter @HannahMcCall1 :)"',neutral
'Microsoft CEO Steve Ballmer Looks Ahead at Social, Mobile Plans | Adweek http://t.co/jEENZQDw #tech #apple #microsoft"',neutral
'IHS: iPhone 4S shows key design and component changes. http://t.co/6tfiGiDV  @apple #apple #iphome4S #ios5"',neutral
'Galaxy Nexus Vs iPhone 4S: Which smartphone wins? http://t.co/bF6QUCwt via @productreviews #galaxynexus #iphone4s #google #apple #ics"',neutral
'Yeah, there´s no @apple twitter account."',neutral
'RT @Microsoft_EDU: Quality education is vital. Attend #Microsoft & #Desire2Learn session at #EDUCAUSE http://t.co/hlRxf2dF #EDU11"',neutral
'#Microsoft CEO Steve #Ballmer on Not Buying #Yahoo: â€œSometimes, Youâ€™re Luckyâ€? http://t.co/7TEtDPP9"',neutral
'@apple should make Siri avalible for all devices not exclusive to the iPhone 4S"',neutral
'My next phone samsung galaxy nexus. Ice cream sandwich 4.0. #android #google http://t.co/mjYSLzie"',neutral
'How to Keep Up With Over 100,000 #Twitter Followers http://t.co/XD5GST4L for those of you with this many tweeps rock on, i´m not there YET=)"',neutral
'@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out"',neutral
'Many new features for Android. #NexusPrime #Google"',neutral
'After a week or so with @Apple´s #iOS5 I´m considering going back to #jailbroken 4.2 - same features as 5, plus more. Not as stable, though."',negative
'RT @thedroidguy: #Google announces dates for 2012 IO http://t.co/90xoKyQN"',neutral
'#Ballmer On Not Buying #Yahoo: â€œSometimes Youâ€™reÂ Luckyâ€? via @techcrunch http://t.co/MrjkOXnO #Microsoft"',neutral
'@MSPartners can join: Small Business Specialist Community (SBCS) http://t.co/IlQPKEz0! #Microsoft #MPN"',neutral
'Nokia employees still worried that Elop is a Microsoft mole http://t.co/n4Cpu3vj #microsoft #windows"',negative
'#twitter be making my ass stay up later than planed"',neutral
'RT @DarkoIvancevic: How #Google Ventures Chooses Which Startups Get Its $200 Million http://t.co/9WDpnVDR"',neutral
'Well the event is now over, time to change my pants #Google #Android #Samsung #Jizz"',positive
'#twitter off :) good night for everybody !"',neutral
'Any surface touch http://t.co/ymNtCIKG #Microsoft #Technology"',neutral
'Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it, they weren´t kidding."',neutral
'@Apple main office is #nowplaying  ',neutral
'As tribute to Steve @apple, i´d consider renaming #Siri to Steve - he´ll get your #Jobs done!  Forever remembered for his legacy."',neutral
'#Microsoft #Cloud Steve Ballmer At Web 2.0: Microsoft CEO Disses Android, iPhone: According to GeekWire, Ba... http://t.co/5L3vWLZJ #TCN"',neutral
'#Microsoft #Dynamics GP soon to offer 64-bit Hyper-V images only : http://t.co/82CFFcHZ"',neutral
'Need to study vocabb :/ ',neutral
'The new #google phone. Yoooo http://t.co/sr4sCat7"',neutral
'Reader ´Tronman´ compares #SteveBallmer to an albatross around #Microsoft´s neck.  Do you agree?  Join the discussion! http://t.co/DFFkvnSJ"',negative
'@apple AirDrop #fail - Immediate ""declined your request."" every time"',negative
'Jus updated my computer to Windows 7 .....I´m on thanks to #microsoft"',positive
'on oovoo with @_LoveIsThe_Ki dumb ass #excuseme #twitter"',neutral
'@notleifgarrett @apple wished their on hold music played ""Pictures of You""."',neutral
'#Retail friends, follow @MicrosoftHelps on #Twitter.  A GREAT resource and the official account for @Microsoft #CustomerService & Support!"',neutral
'For all the bookworms out there! http://t.co/Mx2bMy3o #Googleâ€™s Infinite Bookcase: An Abstract Browser For Limitless Libraries #technews"',neutral
'- My Cute Friend @MelodyBtcc Finally Got A #Twitter :)"',neutral
'Watch new technology under development of #Microsoft http://t.co/fQlhyAat"',neutral
'@apple took my Siri and made it exclusive to iPhone 4S  #SoRude"',negative
'#Google sets alternative to #Microsoft http://t.co/EqAzzbcz"',neutral
'RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"',negative
'Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/mSWX6Eo6   #android #google #nexus #BigMAMA"',positive
'is #google the next innovators ?"',neutral
'RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple"',positive
'RT @sharepoinTony: @hersheytech @kofax @collabware @avepoint @nintex engaged w &gt;40 customers #SharePoint ECM Summit at the #Microsoft ..."',neutral
'#google #IceCreamSandwich #Samsung #Updates #Android | ',neutral
'RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone htt ..."',neutral
'RT @mashable #Google Launches #Android Ice Cream Sandwich OS http://t.co/zxfeb0ld"',neutral
'I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm"',negative
'Laundering Ari´s iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple"',positive
'#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva"',neutral
'@Cyruss1989 @wpcentral I think they´re referring to the obvious  partnership between #Microsoft and #Nokia aka #Bing and #Navteq."',neutral
'RT @mattimooz: I´m at #microsoft and been served #cake for lunch, ok not just cake but its definitely involved. You live a good life @bennuk"',neutral
'anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment"',negative
'@apple why isn´t my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!"',negative
'Boa noite #Twitter (:"',neutral
'@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless"',negative
'Cerulean is the most advanced ERP cloud for hosted dynamics #microsoft #dynamics - http://t.co/4J53yJwd"',neutral
'#Android #Google Download: Android 4.0 Ice Cream Sandwich SDK System Dump http://t.co/VyyAsBM6 #DhilipSiva"',neutral
'@APPLE Wow @MOTOROLA Just crushed your dreams...."',negative
'""#Microsoft details Search improvements in Windows 8 Start Screen"" http://t.co/Agv49znJ"',positive
'Too many iPhones.  @apple @dcoult #FirstWorldProblems http://t.co/Ck4yfFSY"',neutral
'@sprint is slow, slow, slow. beware when signing with #SlowSprint. @apple #iphone #iphone4 #iphone4s #Siri #android #TheBufferingNetwork"',neutral
'RT @mixedchik22: #Twitter.... Side Affects include: Procrastination, No Sleep, Unable to Focus on ANYTHING, Subtweeting, RT, TT, and Low ..."',negative
'if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?"',negative
'RT @The_Kase Do real thugs have #twitter? #confusedbymytimeline  // Hell no."',neutral
'Steve Ballmer slams Android #microsoft #steveballmer http://t.co/fD1m8vN1"',neutral
'#Microsoft´s Steve Ballmer attacks #Android phones http://t.co/cuoW78du"',neutral
'Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty."',positive
'i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone"',positive
'@Apple Siri is down!"',negative
'Developers: Let Microsoft Market Your App for Windows Phone http://t.co/QZUqhCxx #wp7 #wp7dev #windowsphone #Microsoft #Marketplace"',neutral
'Getting some blank rows in my #Twitter feed on the website. Are you?"',neutral
'RT @Its_kcheese: some stuff you only find on #TWITTER lolz"',neutral
'Damn girl I´ll follow u to the end of the road',neutral
'@tomcolontonio @apple #EPICFAIL"',negative
'RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/GP8tIRXN"',neutral
'RT @TheCloudNetwork: #Microsoft #Cloud Steve Ballmer At Web 2.0: Microsoft CEO Disses Android, iPhone: According to GeekWire, Ba... http ..."',neutral
'#Microsoft builds a functioning â€˜holodeskâ€™ to interact with digital items http://t.co/BgrZnNvs #uncategorized"',neutral
'My #twitter age is 1 year 19 days 13 hours 37 minutes 17 seconds. Find out yours at http://t.co/XhRUA9Dz #twittertime"',neutral
'The new #Samsungnexus and 4.0 OS make the #iPhone4s look like an old bag phone. Nice job #Google and #Samsung."',positive
'ALRIGHT I´m going to sleep. #GoodNight #Twitter"',neutral
'Now, really #google how hypocritical is this? http://t.co/6nHuYFeh #analytics"',negative
'Wow #android #ics, lots of uh uh uh uh talk going on... forsure not a #microsoft #mango launch were people have public speaking skills"',positive
'I wonder if @Apple OSX will get built-in @Twitter @support like iOS5. That would be very helpful at the moment."',neutral
'#twitter I´m off to bed with two crazy pups. #lovethem http://t.co/FSLFpMOb"',neutral
'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 19"',neutral
'I´m an iOs user but the #ICS is awesome, great job #google"',positive
'got the new @apple update"',neutral
'Bill Gates jumps over chairs during interviews http://t.co/dmVtFsVg #BillGates #microsoft #parkour #cheatedabit"',neutral
'@Apple to shut stores!!! C´mon, Only Wednesday for @SteveJobs memorial."',neutral
'If you need to modify your payment details that are on your phone for the Android Market, go here: http://t.co/z4gS3PxC #Google"',neutral
'AHHHH!!!!! FUCK IT!!! Goodnight!!',neutral
'New #microsoft #WindowsLiveBook V2 Mobile Video + #GraphicsWorkstation http://t.co/LcUvLvAd"',neutral
'#ThatsDisrespectful Like using #Google to search for #Bing"',neutral
'@AsimRang @apple @umber the podcasts feature works just fine, music purchasing is straight forward, what else do you want?"',neutral
'Technology 4 StartUp Britain Week: Attracting Customers With SEO and PPC http://t.co/o7tHRXPr #microsoft"',neutral
'alrite back to this lab report. Later #Twitter"',neutral
'#twitter is a fad. Was addicted now I don´t rly care."',negative
'Ballmer: #Microsoft Beating #Google in the Cloud - http://t.co/rfiaNud0 via @gigaom"',neutral
'#Twitter Thank you.Read those great tweets.helps live better! :) Bows."',neutral
'WOW DOGS!!',neutral
'@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"',neutral
'@MauroGarcia92 dale ok..!solo #twitter !!"',neutral
'#Samsung #google #nexus"',neutral
'#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP"',negative
'Anyone in #twitter land know if retweets are broken? Haven´t seen any since Tuesday."',negative
'Google, Samsung unveil Galaxy Nexus phone running Android 4.0 http://t.co/C4elM79o"" via:@appleinsider #tech #google #Dubai #beirut"',neutral
'Testing Windows 8 Developer Preview #microsoft"',neutral
'#Microsoft #Cloud Microsoft, Infosys Partner to Bring Cloud to Enterprises: Speaking to CMSWire before the ... http://t.co/GV1edcvp #TCN"',neutral
'#Google #Android #IceCreamSandwich features - http://t.co/qXFdDrt4. #ICS"',neutral
'#Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/eZBtVm9Z"',neutral
'Wow. Lots of negative comments about #windows8 on the @BuildWindows8 blog. I sure hope #Microsoft is listening #keepthedesktop"',negative
'RT @SQLServer: #Microsoft made many announcements at #SQLPass Summit. Read the blog post for a recap: http://t.co/KSgglnDC #sqlserver #s ..."',neutral
'Yahoo! Just received welcome letter to join #TFS Preview. Thanks #Microsoft"',neutral
'Should #Microsoft and #Google design their software for mobile devices with two screens?"',neutral
'RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_b ..."',neutral
'Does anyone out there have some good online training or tips on using InforPath 2010 to build forms with rules?  #Microsoft #SharePoint"',neutral
'RT @SamsungMobileCA: #GALAXYNexus has arrived! #Samsung #Google"',positive
'@Reddclay81 now that were done prasing @Apple ´s #iOS5',neutral
'@BrianCrockerJr yeah, it shows. glad you have #twitter :)"',positive
'That shit lame trynna fuck with somebody through a DM on #twitter thoo  ?"',neutral
'wasn´t impressed with the #iPhone4S and now not impressed with the #GalaxyNexus, so let´s see what #Nokia - #Microsoft have to offer..."',neutral
'Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google"',neutral
'Screened by RepRisk â€“ #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft"',negative
'Galaxy Nexus Promotion Video http://t.co/JIV8z67u #samsung #google #android #ics #smartphone"',neutral
'iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes"',positive
'Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry."',positive
'#Google #Ice Cream Sandwich (#Android 4.0): a hands-on ##screenshot #gallery http://t.co/bpZRz337"',neutral
'RT @stuartmiles: http://t.co/hM2x3yim via @pocketlint #moto #google #android"',neutral
'Check this video out -- Steve Ballmer: We were lucky not to buy Yahoo! ALALUYA http://t.co/V9rmRAUh #microsoft #yahoo #SteveBallmer"',neutral
'#Microsoft #Cloud Infosys kicks off its cloud drive with Microsoft partnership: Infosys has accelerated its... http://t.co/utU4mwjK #TCN"',neutral
'You know what would be awesome? If @QVC sold @apple iPads on easy pay. #yesplease"',neutral
'When you want something done right, you do it yourself... or go to @Apple. AT&T you´re useless these days. #yourdaysarenumbered',positive
'no kidding â€œ@thejabberwockey: Also @EricGreenspan, don´t forget @Apple stop closing the app store after each bloody purchase...â€?"',neutral
'#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/Gjiu2zz1"',negative
'#Google, #Samsung unveil Ice Cream Sandwich powered Galaxy Nexus.. #Android4.0"',neutral
'RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft"',neutral
'How much house can i afford #Google"',neutral
'Some people take themselves way too seriously...especially on #Twitter. It´s amusing...to say the least. Bless your heart..."',neutral
'I just installed the new Twidroyd for #Twitter on my #Android Phone - It´s #Free, give it a try. http://t.co/nvNns7VR"',neutral
'Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!"',negative
'Adult swim #twitter"',neutral
'RT @VanillaLatte_xD: #omfg .. #Twitter , Why fxck up ? I wanna see my Retweets ""/"',negative
'RT @p1j Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/MTu7tGx7   #android #google #nexus #BigMAMA"',positive
'SO IT´S BEEN A LOOONG MINUTE ',neutral
'So my mentions don´t work? And my TL don´t be wanting to update. Is #twitter moving servers or doing maintenance?"',negative
'Seeking a Manager of IT for Immediate Hire in Sterling, VA! Send resumes to julia.snik@rht.com for consideration! #dcjobs #cisco #microsoft"',neutral
'RT @ThisIsYunGFRESH: JOIN OUR #TT ON #TWITTER FOLLOW @ThisIsYungFRESH & @macDej #TT #RatchetSymptoms"',neutral
'#SEOTIPS To find out what web pages of your website are indexed by #Google simply Google --&gt; site:http://t.co/xlsu6iPa"',neutral
'White Paper: EMC Automated Performance Optimization for #Microsoft Applications http://t.co/aIK3EjWT #EMC #powerlink credential needed"',neutral
'#Microsoft #LifeCam NX-3000 #Webcam (Gray) Review http://t.co/zJMHBPH7 #nx3000 #laptopwebcam #notebooks #laptop"',neutral
'@allyfish87 leaning that way for battery. Have #Microsoft xbox, media pc and zune so would a Droid fit better? #idk thanks tho :)"',neutral
'The Cloud Offers the Ultimate Music Choice &lt;http://t.co/wd05MHPU&gt; #Microsoft #Emp #CloudComputing"',neutral
'Ice Cream Sandwich is out!   http://t.co/YyceZpDy #android #ios #ics #google"',neutral
'Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple."',positive
'#Samsung & #Google unveil latest #Android #phone using #IceCreamSandwich http://t.co/eHoeBMDW"',neutral
'SeNews : Microsoft extends revenue guarantees to Yahoo #Yahoo #Microsoft : http://t.co/bR3MHHVg"',neutral
'#twitter app also doesn´t show me the conversation when I touch a tweet."',negative
'Data usage in ICS.. Looks like I don´t need Watchdog 3G Pro anymore.. hah! #Android #ICS #Google"',positive
'Can you say #twitter those #followers who are #following me??"',neutral
'So is the #galaxynexus coming to @sprint any info @android #google #android"',neutral
'I have been blown away by technological innovations.... #microsoft should do more #marketing!!"',positive
'Microsoft Roslyn CTP is finally out...Check it out http://t.co/cSTAnsLF #roslyn #visualstudio #compiler #csharp #net #microsoft"',neutral
'Securing #Microsoft Exchange 2010 with #SSL Certificate http://t.co/DAwnAbvX #Exchange2010 #ITSecurity"',neutral
'Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive."',positive
'@attentionspan i don´t think the link you posted suggests that #google+ traffic is in downward spiral, just corrected for novelty"',neutral
'Samsung seeks iPhone 4S ban in Japan and Australia',negative
'RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app´s fault - http://t.co/1SEsvWwm #ios5downgrade  ..."',negative
'SeNews : Ballmer: 70% Of The Time, Google & Bing Are The Same, So Try Bing! #Microsoft #Bing : http://t.co/6RmJ9Bgn"',neutral
'#Twitter how do you know that I think that @SofiaVergara is the funniest member of the #ModernFamily cast?!"',neutral
'Tips for Reaching Out to Twitter´s 50 Million Daily Users http://t.co/IF3IVLWN #twitter #mediagofer #socialmedia @SMsavvy @PRmate @KMiones"',neutral
'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin"',positive
'@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions."',neutral
'#Apple vs #Microsoft: Two Opposite Approaches to Building an OS http://t.co/ZAMoDZ9O #Windows8 #OSX #iOS5"',neutral
'RT @techinciter: Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro  ..."',neutral
'Its 11:56 &amp;, im going to sleep now &gt;.&lt; O&#39;well :) good night #Twitter ."',neutral
'RT @bsdalton: @apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11"',neutral
'#Twitter is messed up followers keep switching to same numbers -___- #FIXIT!"',negative
'Ballmer: 70% Of The Time, #Google & #Bing Are The Same, So Try Bing! by @dannysullivan http://t.co/9eudwSAD"',neutral
'#Google officially announces Ice Cream Sandwich http://t.co/8U9XMNz9 #smartphones #tablets #news #android"',neutral
'Survivable Branch Appliances & Basic Hybrid Gateways for #Microsoft #Lync and Office Communications Server http://t.co/MqUojAAf #Audiocodes"',neutral
'Thanks to Steffen Krause #Microsoft for a great SQL Server Session @EuropeanSP."',positive
'#iCloud set up was flawless and works like a champ! To the Cloud @Apple"',positive
'#IOS5  needed to include a landscape mode for reminders @Apple"',neutral
'Welp! Meh nd @RenaeDaniels Bout tah Call it ah Niqht Nite #Twitter"',neutral
'RT @xenophin: #Samsung and #Google´s Ice Cream Sandwich event is at 3am UK time.    Waking up to a lot of news then ... #nonUSAtimezonel ..."',neutral
'Fuck #microsoft i love them to death but that red ring and no free xboxlive is killing me. #Sony all day :-\"',negative
'RT @aljonkar: The new Samsung Galaxy nexus..',neutral
'#Twitter #Melbourne #Business ""TWITTER 4 BUSINESS"" November 16 http://t.co/wiZ4omU0 @KingstonCC @KeithKeller"',neutral
'I´m on one tonight ...#tripping ! Lol eff yal ...its #twitter !"',neutral
'Yahoo Profit Drops 26 Per Cent! http://t.co/Jd3X8SGM #yahoo #microsoft"',neutral
'RT @LCmediaHouse: 4chan´s Chris Poole: #Facebook & #Google Are Doing It Wrong http://t.co/ZIxfa91N | via @RWW #socialmedia"',negative
'RT ""@RobyQQ: Your #Twitter followers either like you for your sense of humor or sex appeal."" -- I guess, I´m funny then... LOL!"',neutral
'Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/kHTDQSHo"',neutral
'Spell check needed when saving documents - fingers crossed Steve Jobs left that nugget of technology behind on the @Apple to do list. :)"',neutral
'Iphone update is great but seriously @apple let me delete stuff I dont want like gamecenter. Steve wont mind..."',neutral
'We need dates! #google #samsung #launchfail"',negative
'Novidade #Microsoft: RT @Cibereconomia: This New Microsoft Technology Turns Anything Into A Touchscreen (MSFT) http://t.co/yqh20Z0u"',neutral
'Dear @apple, One day you´re going to release a version of iTunes that doesn´t freeze more often than it works. One day."',negative
'Google unveils Ice Cream Sandwich, SDK is available now http://t.co/901Ay8Qr via @talkandroid #ics #google #android #samsung #galaxynexus"',neutral
'@apple thanks apple for ios 5 and losing all my contacts!"',negative
'Thanks to @Apple my new iMac is a brick. I cannot re-install Lion and I cannot purchase it because it was installed by the former owner."',negative
'I love #twitter #twitterswag"',positive
'Simply Amazing! http://t.co/9qmG3irA #Google #Samsung #Galaxy #Nexus #Prime #Android4 #IceCreamSandwich"',positive
'#Kinect Makes Learning Playful with Help from Sesame Street and National Geographic http://t.co/xQXP2uWx Genius idea ;) #Microsoft"',neutral
